tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,genres,averageRating,numVotes,sortedTitle
tt5776858,movie,Phantom Thread,Phantom Thread,0,2017,\N,Drama Romance,7.5,104738,Phantom Thread (2017)
tt0266850,tvMovie,Phantom of the Megaplex,Phantom of the Megaplex,0,2000,\N,Action Comedy Family,6.5,2720,Phantom of the Megaplex (2000– )
tt0071994,movie,Phantom of the Paradise,Phantom of the Paradise,0,1974,\N,Comedy Drama Fantasy,7.4,16087,Phantom of the Paradise (1974)
tt1773015,movie,Phas Gaye Re Obama,Phas Gaye Re Obama,0,2010,\N,Comedy Crime Drama,7.5,4887,Phas Gaye Re Obama (2010)
tt0070531,movie,Phase IV,Phase IV,0,1974,\N,Horror Sci-Fi Thriller,6.5,7187,Phase IV (1974)
tt0087909,movie,Phenomena,Phenomena,0,1985,\N,Horror Mystery,6.8,22435,Phenomena (1985)
tt0117333,movie,Phenomenon,Phenomenon,0,1996,\N,Drama Fantasy Romance,6.4,73419,Phenomenon (1996)
tt0340281,tvSeries,Phil of the Future,Phil of the Future,0,2004,2006,Adventure Comedy Family,7.0,6690,Phil of the Future (2004–2006)
tt0107818,movie,Philadelphia,Philadelphia,0,1993,\N,Drama,7.7,218360,Philadelphia (1993)
tt0314067,movie,Philanthropy,Filantropica,0,2002,\N,Comedy Drama,8.5,12214,Philanthropy (2002)
tt2431286,movie,Philomena,Philomena,0,2013,\N,Biography Comedy Drama,7.6,92392,Philomena (2013)
tt0852863,tvSeries,Phineas and Ferb,Phineas and Ferb,0,2007,2015,Action Animation Comedy,7.9,32317,Phineas and Ferb (2007–2015)
tt1825918,tvMovie,Phineas and Ferb the Movie: Across the 2nd Dimension,Phineas and Ferb the Movie: Across the 2nd Dimension,0,2011,\N,Action Adventure Animation,7.4,7991,Phineas and Ferb the Movie: Across the 2nd Dimension (2011– )
tt0419058,movie,Phir Hera Pheri,Phir Hera Pheri,0,2006,\N,Comedy Crime,6.8,16201,Phir Hera Pheri (2006)
tt5743656,movie,Phobia,Phobia,0,2016,\N,Drama Mystery Thriller,6.9,2598,Phobia (2016)
tt1292575,movie,Phobia,See prang,0,2008,\N,Drama Horror Mystery,6.7,2907,Phobia (2008)
tt1034325,movie,Phoebe in Wonderland,Phoebe in Wonderland,0,2008,\N,Drama,7.1,7451,Phoebe in Wonderland (2008)
tt2764784,movie,Phoenix,Phoenix,0,2014,\N,Drama History Music,7.3,16116,Phoenix (2014)
tt0119892,movie,Phoenix,Phoenix,0,1998,\N,Crime Drama,6.4,3478,Phoenix (1998)
tt0273379,tvSeries,Phoenix Nights,Phoenix Nights,0,2001,2002,Comedy,8.4,5297,Phoenix Nights (2001–2002)
tt0183649,movie,Phone Booth,Phone Booth,0,2002,\N,Crime Thriller,7.0,246747,Phone Booth (2002)
tt7778680,movie,Photograph,Photograph,0,2019,\N,Drama Romance,6.8,3556,Photograph (2019)
tt0119893,movie,Photographing Fairies,Photographing Fairies,0,1997,\N,Drama Fantasy Mystery,6.8,2563,Photographing Fairies (1997)
tt0138704,movie,Pi,Pi,0,1998,\N,Drama Horror Mystery,7.4,166890,Pi (1998)
tt0103512,tvSeries,Picket Fences,Picket Fences,0,1992,1996,Crime Drama Family,7.7,3694,Picket Fences (1992–1996)
tt0073540,movie,Picnic at Hanging Rock,Picnic at Hanging Rock,0,1975,\N,Drama Mystery,7.5,32523,Picnic at Hanging Rock (1975)
tt0311648,movie,Pieces of April,Pieces of April,0,2003,\N,Comedy Drama,7.0,19839,Pieces of April (2003)
tt0462477,movie,Pierrepoint: The Last Hangman,The Last Hangman,0,2005,\N,Biography Crime Drama,7.4,4874,Pierrepoint: The Last Hangman (2005)
tt0059592,movie,Pierrot le Fou,Pierrot le Fou,0,1965,\N,Crime Drama Romance,7.6,28107,Pierrot le Fou (1965)
tt2299842,movie,Pieta,Pieta,0,2012,\N,Crime Drama,7.2,12570,Pieta (2012)
tt0105185,movie,Pigs,Psy,0,1992,\N,Action Crime Drama,7.7,4083,Pigs (1992)
tt3767372,movie,Piku,Piku,0,2015,\N,Comedy Drama,7.6,27730,Piku (2015)
tt2098782,movie,Pilla Zamindar,Pilla Zamindar,0,2011,\N,Comedy Drama,7.7,2502,Pilla Zamindar (2011)
tt3107166,movie,Pimp,Pimp,0,2018,\N,Crime Drama Romance,7.9,5154,Pimp (2018)
tt0095871,movie,Pin,Pin,0,1988,\N,Horror Thriller,6.6,3774,Pin (1988)
tt1440266,movie,Pina,Pina,0,2011,\N,Documentary Music,7.7,14160,Pina (2011)
tt7371868,tvMiniSeries,Pine Gap,Pine Gap,0,2018,2018,Drama Mystery Thriller,7.2,3332,Pine Gap (2018)
tt0910936,movie,Pineapple Express,Pineapple Express,0,2008,\N,Action Comedy Crime,6.9,309119,Pineapple Express (2008)
tt0100366,tvSeries,Pingu,Pingu,0,1986,2010,Animation Comedy Family,7.4,5505,Pingu (1986–2010)
tt5571734,movie,Pink,Pink,0,2016,\N,Drama Thriller,8.1,36914,Pink (2016)
tt0069090,movie,Pink Floyd: Live at Pompeii,Pink Floyd: Live at Pompeii,0,1972,\N,Documentary Music,8.7,8466,Pink Floyd: Live at Pompeii (1972)
tt0110758,tvSpecial,Pink Floyd: P. U. L. S. E. Live at Earls Court,Pink Floyd: P. U. L. S. E. Live at Earls Court,0,1994,\N,Documentary Music,9.3,4596,Pink Floyd: P. U. L. S. E. Live at Earls Court (1994– )
tt0084503,movie,Pink Floyd: The Wall,Pink Floyd: The Wall,0,1982,\N,Animation Drama Fantasy,8.1,74222,Pink Floyd: The Wall (1982)
tt0112123,tvSeries,Pinky and the Brain,Pinky and the Brain,0,1995,1998,Animation Comedy Family,7.8,27403,Pinky and the Brain (1995–1998)
tt4201628,tvSeries,Pinocchio,Pinocchio,0,2014,2015,Drama Romance,8.1,4193,Pinocchio (2014–2015)
tt8333746,movie,Pinocchio,Pinocchio,0,2019,\N,Drama Fantasy,6.4,3065,Pinocchio (2019)
tt0328258,movie,Pinpon,Pinpon,0,2002,\N,Comedy Drama Sport,7.1,3111,Pinpon (2002)
tt0366905,movie,Pippi Longstocking,Pippi Långstrump,0,1969,\N,Adventure Comedy Drama,7.0,4015,Pippi Longstocking (1969)
tt0062598,tvSeries,Pippi Longstocking,Pippi Långstrump,0,1969,1969,Adventure Comedy Drama,7.4,3400,Pippi Longstocking (1969)
tt0066227,movie,Pippi in the South Seas,Pippi Långstrump på de sju haven,0,1970,\N,Adventure Comedy Drama,6.9,4514,Pippi in the South Seas (1970)
tt0066265,movie,Pippi on the Run,På rymmen med Pippi Långstrump,0,1970,\N,Adventure Comedy Drama,6.9,3256,Pippi on the Run (1970)
tt1131729,movie,Pirate Radio,The Boat That Rocked,0,2009,\N,Comedy Drama Music,7.4,105834,Pirate Radio (2009)
tt3485166,movie,Pirates,Hae-jeok: Ba-da-ro gan san-jeok,0,2014,\N,Action Adventure Comedy,6.6,2702,Pirates (2014)
tt0477457,video,Pirates,Pirates,1,2005,\N,Adult Adventure,7.3,4039,Pirates (2005– )
tt1266097,video,Pirates II: Stagnetti's Revenge,Pirates II: Stagnetti's Revenge,1,2008,\N,Adult Adventure,7.7,3427,Pirates II: Stagnetti's Revenge (2008– )
tt0168122,tvMovie,Pirates of Silicon Valley,Pirates of Silicon Valley,0,1999,\N,Biography Drama History,7.3,23291,Pirates of Silicon Valley (1999– )
tt0449088,movie,Pirates of the Caribbean: At World's End,Pirates of the Caribbean: At World's End,0,2007,\N,Action Adventure Fantasy,7.1,582594,Pirates of the Caribbean: At World's End (2007)
tt0383574,movie,Pirates of the Caribbean: Dead Man's Chest,Pirates of the Caribbean: Dead Man's Chest,0,2006,\N,Action Adventure Fantasy,7.3,641416,Pirates of the Caribbean: Dead Man's Chest (2006)
tt1790809,movie,Pirates of the Caribbean: Dead Men Tell No Tales,Pirates of the Caribbean: Dead Men Tell No Tales,0,2017,\N,Action Adventure Fantasy,6.6,252109,Pirates of the Caribbean: Dead Men Tell No Tales (2017)
tt1298650,movie,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: On Stranger Tides,0,2011,\N,Action Adventure Fantasy,6.6,470191,Pirates of the Caribbean: On Stranger Tides (2011)
tt0325980,movie,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: The Curse of the Black Pearl,0,2003,\N,Action Adventure Fantasy,8.0,997717,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
tt0055304,movie,Pit and the Pendulum,Pit and the Pendulum,0,1961,\N,Drama Horror Mystery,7.1,12152,Pit and the Pendulum (1961)
tt5377604,movie,Pitbull: New Orders,Pitbull. Nowe porzadki,0,2016,\N,Action Crime Drama,6.5,2717,Pitbull: New Orders (2016)
tt5500158,tvSeries,Pitch,Pitch,0,2016,2017,Drama Sport,7.4,5336,Pitch (2016–2017)
tt0134847,movie,Pitch Black,Pitch Black,0,2000,\N,Action Horror Sci-Fi,7.1,221549,Pitch Black (2000)
tt1981677,movie,Pitch Perfect,Pitch Perfect,0,2012,\N,Comedy Music Romance,7.2,269650,Pitch Perfect (2012)
tt2848292,movie,Pitch Perfect 2,Pitch Perfect 2,0,2015,\N,Comedy Music,6.4,138530,Pitch Perfect 2 (2015)
tt0813541,movie,Piter FM,Piter FM,0,2006,\N,Comedy Drama Romance,7.0,2985,Piter FM (2006)
tt0203612,movie,Pitfall,Otoshiana,0,1962,\N,Crime Drama Fantasy,7.6,3375,Pitfall (1962)
tt0376076,movie,Pithamagan,Pithamagan,0,2003,\N,Action Drama,8.4,4677,Pithamagan (2003)
tt0082912,movie,Pixote,Pixote: A Lei do Mais Fraco,0,1981,\N,Crime Drama,8.0,6460,Pixote (1981)
tt2585562,movie,Pizza,Pizza,0,2012,\N,Horror Thriller,8.0,6566,Pizza (2012)
tt0087921,movie,Places in the Heart,Places in the Heart,0,1984,\N,Drama,7.4,9933,Places in the Heart (1984)
tt0055310,movie,Placido,Plácido,0,1961,\N,Comedy Drama,7.9,2506,Placido (1961)
tt1408972,movie,Plan B,Plan B,0,2009,\N,Comedy Drama Romance,7.0,3880,Plan B (2009)
tt0093748,movie,"Planes, Trains & Automobiles","Planes, Trains & Automobiles",0,1987,\N,Comedy Drama,7.6,118434,"Planes, Trains & Automobiles (1987)"
tt0795176,tvMiniSeries,Planet Earth,Planet Earth,0,2006,2006,Documentary,9.4,161527,Planet Earth (2006)
tt5491994,tvMiniSeries,Planet Earth II,Planet Earth II,0,2016,2016,Documentary,9.5,89955,Planet Earth II (2016)
tt1483025,video,Planet Hulk,Planet Hulk,0,2010,\N,Action Adventure Animation,6.8,11717,Planet Hulk (2010– )
tt1077258,movie,Planet Terror,Planet Terror,0,2007,\N,Action Adventure Comedy,7.1,196751,Planet Terror (2007)
tt0071033,tvSeries,Planet of the Apes,Planet of the Apes,0,1974,1974,Adventure Sci-Fi Thriller,7.2,4038,Planet of the Apes (1974)
tt0063442,movie,Planet of the Apes,Planet of the Apes,0,1968,\N,Adventure Sci-Fi,8.0,162148,Planet of the Apes (1968)
tt5127398,movie,Planeta Singli,Planeta Singli,0,2016,\N,Comedy Romance,6.8,2661,Planeta Singli (2016)
tt0816398,tvSeries,Planetes,Planetes,0,2003,2004,Animation Drama Sci-Fi,8.2,3137,Planetes (2003–2004)
tt0091763,movie,Platoon,Platoon,0,1986,\N,Drama War,8.1,371172,Platoon (1986)
tt1376717,movie,Play,Play,0,2011,\N,Drama,7.1,4638,Play (2011)
tt0063443,movie,Play Dirty,Play Dirty,0,1969,\N,Adventure Drama War,6.8,2960,Play Dirty (1969)
tt0069097,movie,"Play It Again, Sam","Play It Again, Sam",0,1972,\N,Comedy Romance,7.6,24038,"Play It Again, Sam (1972)"
tt0067588,movie,Play Misty for Me,Play Misty for Me,0,1971,\N,Drama Thriller,7.0,24779,Play Misty for Me (1971)
tt1124388,movie,Play the Game,Play the Game,0,2009,\N,Comedy Romance,6.4,2577,Play the Game (2009)
tt2750182,tvSeries,Playing House,Playing House,0,2014,2017,Comedy,7.7,2653,Playing House (2014–2017)
tt0145734,movie,Playing by Heart,Playing by Heart,0,1998,\N,Comedy Drama Romance,7.0,18351,Playing by Heart (1998)
tt0062136,movie,Playtime,Playtime,0,1967,\N,Comedy,7.9,18470,Playtime (1967)
tt0120789,movie,Pleasantville,Pleasantville,0,1998,\N,Comedy Drama Fantasy,7.5,119096,Pleasantville (1998)
tt0054188,movie,Please Don't Eat the Daisies,Please Don't Eat the Daisies,0,1960,\N,Comedy Family Romance,6.5,3908,Please Don't Eat the Daisies (1960)
tt0878835,movie,Please Give,Please Give,0,2010,\N,Comedy Drama,6.6,10891,Please Give (2010)
tt2155025,tvSeries,Please Like Me,Please Like Me,0,2013,2016,Comedy Drama Romance,8.5,13654,Please Like Me (2013–2016)
tt4652650,movie,Please Stand By,Please Stand By,0,2017,\N,Comedy Drama,6.7,10018,Please Stand By (2017)
tt2731624,tvSeries,Plebs,Plebs,0,2013,\N,Comedy,7.9,6336,Plebs (2013– )
tt0134033,movie,Plunkett & Macleane,Plunkett & Macleane,0,1999,\N,Action Adventure Comedy,6.4,9481,Plunkett & Macleane (1999)
tt7645122,movie,Plus One,Plus One,0,2019,\N,Comedy Drama Romance,6.6,6588,Plus One (2019)
tt0114148,movie,Pocahontas,Pocahontas,0,1995,\N,Adventure Animation Drama,6.7,164863,Pocahontas (1995)
tt3417854,movie,Pocket Listing,Pocket Listing,0,2015,\N,Comedy Crime Thriller,6.5,3930,Pocket Listing (2015)
tt0055312,movie,Pocketful of Miracles,Pocketful of Miracles,0,1961,\N,Comedy Drama,7.2,5872,Pocketful of Miracles (1961)
tt1287878,movie,Poetry,Shi,0,2010,\N,Drama,7.8,10015,Poetry (2010)
tt0062138,movie,Point Blank,Point Blank,0,1967,\N,Crime Drama Thriller,7.3,17718,Point Blank (1967)
tt1545759,movie,Point Blank,À bout portant,0,2010,\N,Action Crime Drama,6.8,13252,Point Blank (2010)
tt0102685,movie,Point Break,Point Break,0,1991,\N,Action Crime Thriller,7.3,151424,Point Break (1991)
tt0094525,tvSeries,Poirot,Poirot,0,1989,2013,Crime Drama Mystery,8.6,36274,Poirot (1989–2013)
tt0102687,movie,Poison,Poison,0,1991,\N,Drama Horror Romance,6.5,3840,Poison (1991)
tt0816258,movie,Pokiri,Pokiri,0,2006,\N,Action Thriller,7.9,12152,Pokiri (2006)
tt1451409,movie,Pokkiri,Pokkiri,0,2007,\N,Action Thriller,7.2,7991,Pokkiri (2007)
tt0168366,tvSeries,Pokémon,Poketto monsutâ,0,1997,\N,Action Adventure Animation,7.5,36193,Pokémon (1997– )
tt5884052,movie,Pokémon Detective Pikachu,Pokémon Detective Pikachu,0,2019,\N,Action Adventure Comedy,6.6,127951,Pokémon Detective Pikachu (2019)
tt0875609,movie,Pokémon: Lucario and the Mystery of Mew,Gekijouban Poketto monsutâ Adobansu jenerêshon: Myuu to hadou no yuusha Rukario,0,2005,\N,Action Adventure Animation,6.9,3857,Pokémon: Lucario and the Mystery of Mew (2005)
tt0304564,video,Pokémon: Mewtwo Returns,Pocket Monster: Myuutsu! Ware wa Koko ni Ari,0,2000,\N,Action Adventure Animation,6.5,3177,Pokémon: Mewtwo Returns (2000– )
tt1226251,movie,Pokémon: The Rise of Darkrai,Gekijô ban poketto monsutâ: Daiamondo pâru - Diaruga vs Parukia vs Dâkurai,0,2007,\N,Action Adventure Animation,6.4,2768,Pokémon: The Rise of Darkrai (2007)
tt3636060,tvSeries,Poldark,Poldark,0,2015,2019,Drama History Romance,8.3,24167,Poldark (2015–2019)
tt0826606,movie,Police,Polis,0,2007,\N,Action Comedy Crime,6.7,5596,Police (2007)
tt0087928,movie,Police Academy,Police Academy,0,1984,\N,Comedy,6.7,110500,Police Academy (1984)
tt0083466,tvSeries,Police Squad!,Police Squad!,0,1982,1982,Comedy Crime,8.4,15281,Police Squad! (1982)
tt0089374,movie,Police Story,Ging chaat goo si,0,1985,\N,Action Comedy Crime,7.6,28017,Police Story (1985)
tt0095403,movie,Police Story 2,Ging chaat goo si juk jaap,0,1988,\N,Action Comedy Crime,7.1,16631,Police Story 2 (1988)
tt1337051,movie,"Police, Adjective","Politist, adjectiv",0,2009,\N,Crime Drama,7.0,4683,"Police, Adjective (2009)"
tt1661420,movie,Polisse,Polisse,0,2011,\N,Crime Drama,7.3,13098,Polisse (2011)
tt2239947,tvMiniSeries,Political Animals,Political Animals,0,2012,2012,Drama,7.7,5805,Political Animals (2012)
tt1291465,movie,Politics,Raajneeti,0,2010,\N,Drama Thriller,7.1,16008,Politics (2010)
tt0183659,movie,Pollock,Pollock,0,2000,\N,Biography Drama,7.0,26457,Pollock (2000)
tt0054195,movie,Pollyanna,Pollyanna,0,1960,\N,Comedy Drama Family,7.4,8823,Pollyanna (1960)
tt0084516,movie,Poltergeist,Poltergeist,0,1982,\N,Horror Thriller,7.3,137548,Poltergeist (1982)
tt0082926,movie,Polyester,Polyester,0,1981,\N,Comedy,7.1,6885,Polyester (1981)
tt1194238,movie,Polytechnique,Polytechnique,0,2009,\N,Crime Drama History,7.2,12405,Polytechnique (2009)
tt0110008,movie,Pom Poko,Heisei tanuki gassen ponpoko,0,1994,\N,Animation Comedy Drama,7.3,23279,Pom Poko (1994)
tt0117359,movie,Ponette,Ponette,0,1996,\N,Drama,7.5,3911,Ponette (1996)
tt1226681,movie,Pontypool,Pontypool,0,2008,\N,Fantasy Horror Thriller,6.6,28390,Pontypool (2008)
tt0876563,movie,Ponyo,Gake no ue no Ponyo,0,2008,\N,Adventure Animation Comedy,7.7,118607,Ponyo (2008)
tt0119918,video,Pooh's Grand Adventure: The Search for Christopher Robin,Pooh's Grand Adventure: The Search for Christopher Robin,0,1997,\N,Adventure Animation Comedy,7.1,5000,Pooh's Grand Adventure: The Search for Christopher Robin (1997– )
tt0407121,movie,Pooh's Heffalump Movie,Pooh's Heffalump Movie,0,2005,\N,Animation Comedy Family,6.4,6231,Pooh's Heffalump Movie (2005)
tt0273982,movie,Poolhall Junkies,Poolhall Junkies,0,2002,\N,Comedy Drama Sport,6.9,9514,Poolhall Junkies (2002)
tt0458455,movie,Pope Joan,Die Päpstin,0,2009,\N,Drama History Romance,6.7,8183,Pope Joan (2009)
tt0145628,tvSeries,Popeye the Sailor,Popeye the Sailor,0,1960,1962,Animation Comedy Family,7.1,9471,Popeye the Sailor (1960–1962)
tt3960412,movie,Popstar: Never Stop Never Stopping,Popstar: Never Stop Never Stopping,0,2016,\N,Comedy Music,6.7,52299,Popstar: Never Stop Never Stopping (2016)
tt2070776,movie,Populaire,Populaire,0,2012,\N,Comedy Romance Sport,6.9,11241,Populaire (2012)
tt0202748,tvSeries,Popular,Popular,0,1999,2001,Comedy Drama Romance,7.3,5928,Popular (1999–2001)
tt0314524,movie,Popular Music,Populärmusik från Vittula,0,2004,\N,Comedy Drama,6.5,5009,Popular Music (2004)
tt0293901,movie,Poranek kojota,Poranek kojota,0,2001,\N,Comedy,6.8,3047,Poranek kojota (2001)
tt0064828,movie,Porcile,Porcile,0,1969,\N,Drama,6.7,2829,Porcile (1969)
tt0104652,movie,Porco Rosso,Kurenai no buta,0,1992,\N,Adventure Animation Comedy,7.7,72928,Porco Rosso (1992)
tt0071036,tvSeries,Porridge,Porridge,0,1974,1977,Comedy Crime,8.2,5230,Porridge (1974–1977)
tt1780441,tvSeries,Portlandia,Portlandia,0,2011,2018,Comedy,7.8,17616,Portlandia (2011–2018)
tt8613070,movie,Portrait of a Lady on Fire,Portrait de la jeune fille en feu,0,2019,\N,Drama Romance,8.1,44333,Portrait of a Lady on Fire (2019)
tt7562112,tvSeries,Pose,Pose,0,2018,\N,Drama,8.6,16093,Pose (2018– )
tt0082933,movie,Possession,Possession,0,1981,\N,Drama Horror,7.4,23502,Possession (1981)
tt1754367,movie,Post Tenebras Lux,Post Tenebras Lux,0,2012,\N,Drama,6.6,4982,Post Tenebras Lux (2012)
tt0253499,movie,Postaci,Postaci,0,1984,\N,Comedy Drama,7.0,3652,Postaci (1984)
tt0100395,movie,Postcards from the Edge,Postcards from the Edge,0,1990,\N,Comedy Drama,6.7,14996,Postcards from the Edge (1990)
tt1521848,movie,Potiche,Potiche,0,2010,\N,Comedy,6.4,9888,Potiche (2010)
tt0095895,movie,Powaqqatsi,Powaqqatsi,0,1988,\N,Documentary Music,7.3,7597,Powaqqatsi (1988)
tt0114168,movie,Powder,Powder,0,1995,\N,Drama Fantasy Mystery,6.6,27986,Powder (1995)
tt3281796,tvSeries,Power,Power,0,2014,2020,Crime Drama,8.2,37530,Power (2014–2020)
tt0373587,tvSeries,Power Rangers DinoThunder,Power Rangers DinoThunder,0,2004,2004,Action Adventure Sci-Fi,6.7,2540,Power Rangers DinoThunder (2004)
tt0120575,tvSeries,Power Rangers in Space,Power Rangers in Space,0,1998,1999,Action Adventure Family,7.2,2597,Power Rangers in Space (1998–1999)
tt1851040,tvSeries,Powers,Powers,0,2015,2016,Action Crime Drama,6.7,6082,Powers (2015–2016)
tt4343334,tvSeries,Poyraz Karayel,Poyraz Karayel,0,2015,2017,Action Drama,8.0,7663,Poyraz Karayel (2015–2017)
tt0855975,movie,Prague,Prag,0,2006,\N,Drama,6.7,2828,Prague (2006)
tt0098115,movie,Prancer,Prancer,0,1989,\N,Drama Family Fantasy,6.4,4425,Prancer (1989)
tt1695800,movie,Pranchiyettan and the Saint,Pranchiyettan and the Saint,0,2010,\N,Comedy Drama,8.3,4544,Pranchiyettan and the Saint (2010)
tt1073510,tvMovie,Prayers for Bobby,Prayers for Bobby,0,2009,\N,Biography Drama Romance,8.1,15123,Prayers for Bobby (2009– )
tt5016504,tvSeries,Preacher,Preacher,0,2016,2019,Adventure Drama Fantasy,8.0,65183,Preacher (2016–2019)
tt0929632,movie,Precious,Precious,0,2009,\N,Drama,7.3,103748,Precious (2009)
tt0093773,movie,Predator,Predator,0,1987,\N,Action Adventure Sci-Fi,7.8,362692,Predator (1987)
tt1424381,movie,Predators,Predators,0,2010,\N,Action Adventure Sci-Fi,6.4,207878,Predators (2010)
tt2397535,movie,Predestination,Predestination,0,2014,\N,Action Adventure Drama,7.5,243657,Predestination (2014)
tt0119937,movie,Prefontaine,Prefontaine,0,1997,\N,Biography Drama Romance,6.8,6749,Prefontaine (1997)
tt4679210,movie,Premam,Premam,0,2015,\N,Comedy Drama Romance,8.3,15861,Premam (2015)
tt0056368,movie,Premature Burial,Premature Burial,0,1962,\N,Drama Horror Mystery,6.5,3495,Premature Burial (1962)
tt1547234,movie,Premium Rush,Premium Rush,0,2012,\N,Action Thriller,6.5,108419,Premium Rush (2012)
tt0061496,tvMovie,Prescription: Murder,Prescription: Murder,0,1968,\N,Crime Drama Mystery,7.9,3228,Prescription: Murder (1968– )
tt0100404,movie,Presumed Innocent,Presumed Innocent,0,1990,\N,Mystery Thriller,6.9,36517,Presumed Innocent (1990)
tt0316613,tvSeries,Pretenders,Los simuladores,0,2002,2004,Adventure Comedy Mystery,9.2,3516,Pretenders (2002–2004)
tt0078111,movie,Pretty Baby,Pretty Baby,0,1978,\N,Drama,6.6,9458,Pretty Baby (1978)
tt1578873,tvSeries,Pretty Little Liars,Pretty Little Liars,0,2010,2017,Drama Mystery Romance,7.4,148359,Pretty Little Liars (2010–2017)
tt7413448,tvSeries,Pretty Little Liars: The Perfectionists,Pretty Little Liars: The Perfectionists,0,2019,2019,Crime Drama Mystery,7.1,3414,Pretty Little Liars: The Perfectionists (2019)
tt0381505,movie,Pretty Persuasion,Pretty Persuasion,0,2005,\N,Comedy Drama,6.5,9785,Pretty Persuasion (2005)
tt0063456,movie,Pretty Poison,Pretty Poison,0,1968,\N,Comedy Crime Romance,7.1,3190,Pretty Poison (1968)
tt0116860,movie,"Pretty Village, Pretty Flame",Lepa sela lepo gore,0,1996,\N,Comedy Drama History,8.7,14193,"Pretty Village, Pretty Flame (1996)"
tt0100405,movie,Pretty Woman,Pretty Woman,0,1990,\N,Comedy Romance,7.0,279538,Pretty Woman (1990)
tt0091790,movie,Pretty in Pink,Pretty in Pink,0,1986,\N,Comedy Drama Romance,6.8,72347,Pretty in Pink (1986)
tt3315020,tvSeries,Prey,Prey,0,2014,2015,Crime Drama Thriller,7.3,2676,Prey (2014–2015)
tt0482088,movie,Priceless,Hors de prix,0,2006,\N,Comedy Romance,7.0,30220,Priceless (2006)
tt0093776,movie,Prick Up Your Ears,Prick Up Your Ears,0,1987,\N,Biography Drama,7.3,5456,Prick Up Your Ears (1987)
tt3169706,movie,Pride,Pride,0,2014,\N,Biography Comedy Drama,7.8,50117,Pride (2014)
tt0069671,movie,Pride,Abhimaan,0,1973,\N,Drama Musical,7.9,2510,Pride (1973)
tt0414387,movie,Pride & Prejudice,Pride & Prejudice,0,2005,\N,Drama Romance,7.8,244922,Pride & Prejudice (2005)
tt0482572,movie,Pride and Glory,Pride and Glory,0,2008,\N,Crime Drama Thriller,6.6,58412,Pride and Glory (2008)
tt0112130,tvMiniSeries,Pride and Prejudice,Pride and Prejudice,0,1995,1995,Drama Romance,8.8,72965,Pride and Prejudice (1995)
tt0110889,movie,Priest,Priest,0,1994,\N,Drama Romance,7.0,9530,Priest (1994)
tt10332508,tvSeries,Primal,Primal,0,2019,\N,Action Adventure Animation,8.7,3642,Primal (2019– )
tt0117381,movie,Primal Fear,Primal Fear,0,1996,\N,Crime Drama Mystery,7.7,179190,Primal Fear (1996)
tt0119942,movie,Primary Colors,Primary Colors,0,1998,\N,Comedy Drama,6.6,26894,Primary Colors (1998)
tt0069121,movie,Prime Cut,Prime Cut,0,1972,\N,Action Crime Drama,6.8,4392,Prime Cut (1972)
tt1582456,tvSeries,Prime Suspect,Prime Suspect,0,2011,2012,Crime Drama Thriller,7.3,3567,Prime Suspect (2011–2012)
tt0098898,tvMiniSeries,Prime Suspect,Prime Suspect,0,1991,1991,Crime Drama Mystery,8.4,6359,Prime Suspect (1991)
tt0103516,tvMiniSeries,Prime Suspect 2,Prime Suspect 2,0,1992,1992,Crime Drama Mystery,8.1,3075,Prime Suspect 2 (1992)
tt0106104,tvMiniSeries,Prime Suspect 3,Prime Suspect 3,0,1993,1993,Crime Drama Mystery,8.2,2918,Prime Suspect 3 (1993)
tt0811026,tvMiniSeries,Prime Suspect 7: The Final Act,Prime Suspect: The Final Act,0,2006,2006,Crime Drama Mystery,8.3,2668,Prime Suspect 7: The Final Act (2006)
tt0390384,movie,Primer,Primer,0,2004,\N,Drama Sci-Fi Thriller,6.9,95324,Primer (2004)
tt0808096,tvSeries,Primeval,Primeval,0,2007,2011,Action Adventure Drama,7.3,13082,Primeval (2007–2011)
tt2295953,tvSeries,Primeval: New World,Primeval: New World,0,2012,2013,Action Adventure Drama,6.5,4208,Primeval: New World (2012–2013)
tt0093777,movie,Prince of Darkness,Prince of Darkness,0,1987,\N,Horror,6.7,35650,Prince of Darkness (1987)
tt0473075,movie,Prince of Persia: The Sands of Time,Prince of Persia: The Sands of Time,0,2010,\N,Action Adventure Fantasy,6.6,266712,Prince of Persia: The Sands of Time (2010)
tt0082945,movie,Prince of the City,Prince of the City,0,1981,\N,Crime Drama,7.5,6988,Prince of the City (1981)
tt0434292,movie,Princesas,Princesas,0,2005,\N,Drama,7.0,4765,Princesas (2005)
tt0419073,movie,Princess,Princess,0,2006,\N,Action Animation Drama,6.8,2668,Princess (2006)
tt6053440,movie,Princess Cyd,Princess Cyd,0,2017,\N,Drama Romance,6.7,2698,Princess Cyd (2017)
tt0119698,movie,Princess Mononoke,Mononoke-hime,0,1997,\N,Adventure Animation Fantasy,8.4,327007,Princess Mononoke (1997)
tt0455275,tvSeries,Prison Break,Prison Break,0,2005,2017,Action Crime Drama,8.3,458512,Prison Break (2005–2017)
